time_s,distance_cm,moisture_kg_kg
1196.5,1,2.5482075831438711
1196.75,1,2.5482055617487189
1197,1,2.5482035388444979
1197.25,1,2.5482015144307804
1197.5,1,2.5481994885071373
1197.75,1,2.5481974610731428
1198,1,2.5481954321283702
1198.25,1,2.5481934016723944
1198.5,1,2.5481913697047869
1198.75,1,2.5481893362251236
1199,1,2.5481873012329777
1199.25,1,2.5481852647279237
1199.5,1,2.5481832267095377
1199.75,1,2.5481811871773936
1200,1,2.5481791461310674
1200.25,1,2.548177103570135
1200.5,1,2.5481750594941728
1200.75,1,2.5481730139027565
1201,1,2.5481709667954622
1201.25,1,2.5481689181718679
